S,T,Magnitude,X,Y,Temperature
223,73,0.123131032,-0.9448676,0.3274527,0.7820881
224,73,0.183399426,-0.7070917,-0.7071218,0.7797893
225,73,0.103399426,-0.7102932,-0.7039059,0.7807758
226,73,0.009209369,-0.7096711,-0.7045331,0.7826819
227,73,0.069209369,-0.4148812,0.9098756,0.7817816
228,73,0.187467235,-0.8409026,0.5411865,0.7831705
229,73,0.127467235,-0.9889009,0.1485766,0.7877682
230,73,0.137762733,-0.9998211,-0.0189172,0.7907854
0,72,0.114034364,0.9652232,0.2614273,0.8777107
1,72,0.134034364,0.9831441,0.1828322,0.8770019
2,72,0.126059665,0.9790068,0.2038276,0.8767337
3,72,0.126059665,0.9828682,0.1843097,0.8705363
4,72,0.126494458,0.9695472,0.2449046,0.8669348
5,72,0.126494458,0.9564262,0.2919742,0.8674329
6,72,0.128523348,0.9858913,0.1673869,0.8649904
7,72,0.128523348,0.9897864,0.1425585,0.8684387
8,72,0.123311934,0.9604654,0.2783995,0.8664368
9,72,0.163311934,0.9741154,0.2260513,0.8661686
10,72,0.1387177,0.9605075,0.2782544,0.8622127
11,72,0.1387177,0.9753961,0.2204597,0.8608142
12,72,0.158620723,0.9838794,0.1788333,0.8549808
13,72,0.138620723,0.9904571,0.1378212,0.8561015
14,72,0.130630493,0.9579227,0.2870262,0.8552299
15,72,0.150630493,0.9747611,0.2232503,0.8547701
16,72,0.151045051,0.9613158,0.2754488,0.8486398
17,72,0.151045051,0.9796847,0.2005442,0.8463123
18,72,0.151984032,0.9679684,0.2510719,0.8480843
19,72,0.151984032,0.981757,0.1901399,0.8445306
20,72,0.168762054,0.936123,0.3516727,0.8462068
21,72,0.168762054,0.9688013,0.2478387,0.8458812
22,72,0.167584067,0.973157,0.2301424,0.8476532
23,72,0.147584067,0.9596806,0.2810928,0.8409962
24,72,0.160056557,0.9791735,0.203025,0.8394061
25,72,0.160056557,0.9769194,0.2136084,0.8339943
26,72,0.167565733,0.9820218,0.1887676,0.8351053
27,72,0.167565733,0.9546524,0.2977226,0.8364463
28,72,0.175565917,0.9614213,0.2750802,0.8355747
29,72,0.175565917,0.9492785,0.3144363,0.8336494
30,72,0.196405916,0.9465116,0.3226699,0.8277491
31,72,0.196405916,0.9596853,0.2810768,0.8331321
32,72,0.19898799,0.959811,0.280647,0.8340709
33,72,0.17898799,0.9775675,0.2106224,0.8321934
34,72,0.194456115,0.9574513,0.2885949,0.8281897
35,72,0.214456115,0.9640312,0.2657892,0.8259674
36,72,0.19406247,0.9782295,0.2075262,0.8265517
37,72,0.17406247,0.9457603,0.3248652,0.8210345
38,72,0.208699494,0.9544988,0.2982146,0.8165421
39,72,0.208699494,0.9931902,0.1165041,0.815431
40,72,0.219519458,0.9710319,0.23895,0.812931
41,72,0.199519458,0.9372541,0.3486471,0.8103256
42,72,0.227460415,0.9502117,0.311605,0.8057567
43,72,0.227460415,0.9618561,0.273556,0.8023371
44,72,0.222481738,0.9753522,0.2206536,0.7993008
45,72,0.222481738,0.964891,0.2626509,0.7975766
46,72,0.198309308,0.9724599,0.2330703,0.7956513
47,72,0.238309308,0.9777909,0.2095828,0.7934291
48,72,0.224672627,0.9634964,0.2677212,0.7923946
49,72,0.224672627,0.9795446,0.2012271,0.7935919
50,72,0.263919071,0.9809802,0.1941082,0.7848755
51,72,0.243919071,0.9766998,0.2146099,0.7838793
52,72,0.215223316,0.9894702,0.1447363,0.7846552
53,72,0.215223316,0.9774821,0.2110181,0.7902107
54,72,0.214306687,0.9622666,0.2721082,0.7881705
55,72,0.214306687,0.9850801,0.1720968,0.7818199
56,72,0.231888325,0.9743598,0.2249958,0.7784674
57,72,0.231888325,0.9754477,0.2202313,0.7781225
58,72,0.219741299,0.9821988,0.1878441,0.7761877
59,72,0.239741299,0.9508027,0.309797,0.7788889
60,72,0.264466953,0.9738765,0.2270781,0.7767145
61,72,0.244466953,0.9813427,0.1922667,0.7752299
62,72,0.250622797,0.968326,0.2496893,0.7755268
63,72,0.250622797,0.9785122,0.2061891,0.7690613
64,72,0.226959752,0.9628474,0.270046,0.7557567
65,72,0.206959752,0.9666135,0.2562388,0.7505555
66,72,0.245674944,0.9780238,0.2084935,0.738295
67,72,0.245674944,0.9754804,0.2200862,0.728295
68,72,0.230568874,0.9596401,0.281231,0.7226341
69,72,0.230568874,0.9687838,0.247907,0.7410249
70,72,0.217584283,0.9703715,0.2416179,0.7390613
71,72,0.197584283,0.95609,0.2930731,0.7395019
72,72,0.185896122,0.939854,0.3415764,0.7415996
73,72,0.185896122,0.9353641,0.3536864,0.7410153
74,72,0.205152505,0.9018852,0.4319759,0.7354502
75,72,0.165152505,0.9385351,0.3451838,0.7279118
76,72,0.16419668,0.9828115,0.184612,0.7130843
77,72,0.18419668,0.9589263,0.2836553,0.7003353
78,72,0.181042719,0.9227292,0.3854489,0.6995786
79,72,0.201042719,0.929702,0.3683127,0.6992816
80,72,0.18132834,0.9023181,0.4310708,0.6962739
81,72,0.14132834,0.9088322,0.4171619,0.6884099
82,72,0.122604273,0.8243131,0.5661342,0.6863601
83,72,0.102604273,0.8077731,0.5894935,0.6815613
84,72,0.114157744,0.7437585,0.6684484,0.6702107
85,72,0.074157744,0.757822,0.6524613,0.6703256
86,72,0.099748493,0.7162607,0.6978328,0.6838027
87,72,0.119748493,0.8934232,0.4492159,0.678544
88,72,0.156423254,0.9052476,0.4248844,0.6623084
89,72,0.116423254,0.955981,0.2934287,0.6575
90,72,0.127034915,0.8262807,0.5632586,0.6577107
91,72,0.107034915,0.8476645,0.5305327,0.6602777
92,72,0.093722828,0.754365,0.6564552,0.6391954
93,72,0.173722828,0.577999,0.8160375,0.632203
94,72,0.104668618,0.2527381,0.9675347,0.6288506
95,72,0.044668618,0.3429975,0.9393364,0.6237451
96,72,0.030330455,0.2612566,0.9652694,0.5932471
97,72,0.110330455,0.6179233,0.7862384,0.5795307
98,72,0.118863705,0.2088441,0.977949,0.5456513
99,72,0,0,0,0.4903736
145,72,0.368042219,0.428039,-0.9037603,0.7893582
146,72,0.13588303,0.9967975,-0.0799675,0.795977
147,72,0.15588303,0.9885643,0.1508002,0.7988697
148,72,0.15209688,0.986015,0.1666567,0.7949234
149,72,0.13209688,0.940564,0.3396164,0.796159
150,72,0.127165728,0.915524,0.4022633,0.7930364
151,72,0.167165728,0.936918,0.3495493,0.7888218
152,72,0.172953052,0.9329256,0.3600691,0.7895594
153,72,0.152953052,0.9395468,0.3424206,0.7867241
154,72,0.143730705,0.9998764,0.015723,0.7814751
155,72,0.143730705,0.9684054,0.2493813,0.7774617
156,72,0.144259165,0.957919,0.2870386,0.7769732
157,72,0.124259165,0.9782174,0.2075831,0.7705268
158,72,0.151431452,0.9979596,0.0638494,0.7656513
159,72,0.131431452,0.9399264,0.341377,0.7605747
160,72,0.111285945,0.9575892,0.2881369,0.7576341
161,72,0.091285945,0.9299918,0.3675802,0.7515709
162,72,0.09254503,0.9217728,0.3877304,0.7447509
163,72,0.11254503,0.9743962,0.2248378,0.7453544
164,72,0.110367122,0.9377999,0.3471763,0.7449234
165,72,0.130367122,0.961671,0.2742059,0.7431322
166,72,0.09164719,0.9952618,0.0972311,0.73818
167,72,0.07164719,0.9319462,0.3625967,0.7356704
168,72,0.06755737,0.8909077,0.4541844,0.7341379
169,72,0.10755737,0.9696486,0.2445028,0.7305747
170,72,0.095428614,0.9951118,0.0987543,0.7308716
171,72,0.095428614,0.9992943,-0.0375603,0.7278735
172,72,0.123368334,0.9335574,0.3584279,0.7254406
173,72,0.083368334,0.9473016,0.3203432,0.7218678
174,72,0.121811154,0.9603592,0.2787654,0.7193391
175,72,0.101811154,0.7092442,0.7049628,0.7126628
176,72,0.084547562,0.9193513,0.3934377,0.7048851
177,72,0.104547562,0.9847817,0.1737956,0.7013314
178,72,0.123714097,0.9676163,0.2524255,0.6999329
179,72,0.103714097,0.9673515,0.2534385,0.6967337
180,72,0.071456918,0.832618,0.5538477,0.6982759
181,72,0.071456918,0.9267165,0.3757613,0.7024713
182,72,0.102890589,0.9963387,-0.0854942,0.7003927
183,72,0.142890589,0.9999581,-0.0091531,0.697069
184,72,0.09394996,0.9913735,0.1310667,0.6955364
185,72,0.09394996,0.8882067,0.4594442,0.6983812
186,72,0.098285853,0.934752,0.3553009,0.6956992
187,72,0.158285853,0.8297017,0.558207,0.693908
188,72,0.106422462,0.9096496,0.4153765,0.6955651
189,72,0.066422462,0.8531591,0.5216508,0.7000287
190,72,0.046143218,0.4974507,0.8674923,0.7106801
191,72,0.046143218,0.7761728,0.6305202,0.7153161
192,72,0,0,0,0.6975287
219,72,0.628248653,0.312596,-0.9498861,0.787136
220,72,0.450478622,0.3637629,-0.9314916,0.785498
221,72,0.090478622,0.8730197,-0.4876849,0.7868965
222,72,0.043131032,0.9100643,0.4144671,0.7867624
223,72,0.043131032,-0.2455482,-0.9693844,0.7848563
224,72,0.083399426,0.6820139,-0.7313392,0.7832184
225,72,0.163399426,0.9867461,-0.1622717,0.7830843
226,72,0.149209369,0.9252637,0.3793246,0.7844828
227,72,0.129209369,0.9101651,0.4142458,0.7872126
228,72,0.067467235,0.8503013,0.5262962,0.7845881
229,72,0.007467235,0.9229118,-0.3850113,0.7847893
230,72,0.057762733,-0.1080677,0.9941435,0.7844157
0,71,0.027330337,0.6334661,0.7737705,0.8726149
1,71,0.047330337,0.755697,0.6549214,0.8694157
2,71,0.06387978,0.8834025,0.4686151,0.8724234
3,71,0.06387978,0.8492997,0.527911,0.8771647
4,71,0.072979905,0.9230381,0.3847087,0.8717625
5,71,0.072979905,0.9843631,0.1761514,0.8658525
6,71,0.068688777,0.9934766,0.1140364,0.8656992
7,71,0.068688777,0.9418931,0.3359127,0.8669828
8,71,0.090991669,0.9225129,0.3859662,0.8640709
9,71,0.110991669,0.8526062,0.522554,0.8623084
10,71,0.100435125,0.9140142,0.4056822,0.8661303
11,71,0.080435125,0.9173807,0.3980108,0.8633333
12,71,0.083937941,0.8856394,0.4643737,0.8594636
13,71,0.083937941,0.9392759,0.3431629,0.8574904
14,71,0.092710715,0.9881188,0.1536919,0.860977
15,71,0.092710715,0.9782891,0.2072449,0.8566858
16,71,0.091605331,0.9636059,0.267327,0.8508429
17,71,0.091605331,0.9443462,0.3289534,0.8538793
18,71,0.099582692,0.9653757,0.2608634,0.852682
19,71,0.099582692,0.8993953,0.4371363,0.8488123
20,71,0.121730848,0.9223967,0.3862438,0.8475383
21,71,0.121730848,0.9109649,0.4124838,0.8456417
22,71,0.115455932,0.9674241,0.2531613,0.8452969
23,71,0.115455932,0.9665344,0.256537,0.8432471
24,71,0.123576433,0.9834774,0.1810308,0.8415805
25,71,0.123576433,0.9293274,0.3692567,0.8393965
26,71,0.117019951,0.9427433,0.3335191,0.8386111
27,71,0.137019951,0.9408659,0.3387793,0.8427203
28,71,0.136407073,0.9327624,0.3604916,0.8411015
29,71,0.136407073,0.9340152,0.3572332,0.8377299
30,71,0.154655954,0.9367841,0.349908,0.8342912
31,71,0.154655954,0.9495258,0.3136889,0.8373467
32,71,0.14192982,0.9125285,0.4090132,0.8350766
33,71,0.14192982,0.9195277,0.3930252,0.8340038
34,71,0.122368356,0.9095349,0.4156276,0.8309004
35,71,0.142368356,0.9442682,0.3291772,0.8269253
36,71,0.117183078,0.9824643,0.1864511,0.8245402
37,71,0.137183078,0.903442,0.4287102,0.8219923
38,71,0.137854654,0.9047312,0.4259831,0.8153735
39,71,0.137854654,0.9763982,0.215978,0.817931
40,71,0.139046593,0.9482433,0.3175448,0.815795
41,71,0.159046593,0.9506539,0.3102535,0.8135058
42,71,0.172936193,0.919061,0.3941154,0.8120977
43,71,0.152936193,0.9356239,0.3529985,0.8087356
44,71,0.144334075,0.9478572,0.3186953,0.8060728
45,71,0.144334075,0.9320455,0.3623412,0.8037356
46,71,0.182503661,0.9301898,0.367079,0.8043486
47,71,0.162503661,0.9362094,0.3514428,0.80409
48,71,0.184128684,0.9815467,0.1912226,0.8047701
49,71,0.184128684,0.9662677,0.2575397,0.8022414
50,71,0.163539109,0.980715,0.195443,0.8009291
51,71,0.163539109,0.972733,0.2319281,0.7984387
52,71,0.158453681,0.9842677,0.1766837,0.7863889
53,71,0.158453681,0.9765347,0.2153601,0.7871552
54,71,0.154724484,0.9628989,0.2698624,0.7899042
55,71,0.174724484,0.9475673,0.3195562,0.7837165
56,71,0.165685505,0.9578807,0.2871664,0.7777299
57,71,0.165685505,0.9690657,0.2468028,0.7774904
58,71,0.19557427,0.9554282,0.2952234,0.7764847
59,71,0.19557427,0.9583679,0.2855363,0.7793295
60,71,0.177629031,0.9643701,0.264557,0.7806609
61,71,0.177629031,0.9750695,0.2218999,0.7773659
62,71,0.199871099,0.9529017,0.3032793,0.7741954
63,71,0.179871099,0.9685194,0.248938,0.7709004
64,71,0.161507297,0.9490821,0.3150288,0.7627203
65,71,0.161507297,0.952009,0.3060701,0.7503543
66,71,0.181633293,0.9651965,0.2615258,0.7426053
67,71,0.181633293,0.9716291,0.2365095,0.7353161
68,71,0.175243443,0.9665195,0.2565932,0.7344348
69,71,0.155243443,0.967674,0.2522044,0.7470307
70,71,0.150023681,0.9385127,0.3452447,0.7390038
71,71,0.150023681,0.960017,0.2799417,0.7438601
72,71,0.181021997,0.9519641,0.3062095,0.743477
73,71,0.141021997,0.9384271,0.3454774,0.7410728
74,71,0.139168948,0.9167525,0.3994557,0.7408716
75,71,0.139168948,0.9511419,0.3087541,0.7317911
76,71,0.132350526,0.9716605,0.2363808,0.7197605
77,71,0.132350526,0.9284014,0.371579,0.6981897
78,71,0.131391584,0.9565664,0.2915145,0.6954885
79,71,0.131391584,0.9298493,0.3679407,0.6952012
80,71,0.125640145,0.8758941,0.4825033,0.6980459
81,71,0.105640145,0.8880642,0.4597194,0.6931801
82,71,0.080078772,0.9435499,0.3312305,0.6938123
83,71,0.060078772,0.9013532,0.4330846,0.6855938
84,71,0.062306578,0.7106187,0.7035773,0.6759195
85,71,0.082306578,0.9054598,0.424432,0.6803544
86,71,0.077956976,0.6901563,0.7236603,0.6852299
87,71,0.057956976,0.5551708,0.8317364,0.6784579
88,71,0.100543871,0.964911,0.2625773,0.6750575
89,71,0.080543871,0.8021607,0.5971081,0.6679981
90,71,0.06777877,0.5515058,0.8341711,0.663726
91,71,0.06777877,0.77726,0.6291795,0.6489463
92,71,0.074068169,0.9269336,0.3752252,0.6294923
93,71,0.114068169,0.2823712,0.9593052,0.632136
94,71,0.080586379,0.6599861,0.7512778,0.6240612
95,71,0.100586379,0.94111,0.3381004,0.6249425
96,71,0.129544734,0.983604,0.1803419,0.6047605
97,71,0.109544734,0.976335,0.2162634,0.5916379
98,71,0.11995844,0.7407036,0.671832,0.5725958
99,71,0,0,0,0.5321839
100,71,0,0,0,0.5041667
145,71,0.350899524,0.0971265,-0.995272,0.7819828
146,71,0.102744003,0.9997486,0.0224199,0.7940421
147,71,0.102744003,0.9729185,0.2311483,0.7943965
148,71,0.104175392,0.8781242,0.4784326,0.7957662
149,71,0.084175392,0.9627715,0.2703164,0.7961398
150,71,0.128677353,0.9462609,0.3234041,0.7950958
151,71,0.108677353,0.9724151,0.2332572,0.7905268
152,71,0.101993217,0.8650303,0.5017197,0.7905459
153,71,0.101993217,0.9463459,0.3231555,0.7885823
154,71,0.110259966,0.9953922,0.0958874,0.7831321
155,71,0.090259966,0.9596955,0.281042,0.7772605
156,71,0.111967586,0.8894765,0.4569809,0.7704023
157,71,0.111967586,0.8905907,0.4548058,0.7631609
158,71,0.130884448,0.998825,0.0484634,0.7585632
159,71,0.130884448,0.9940033,0.10935,0.759818
160,71,0.108771611,0.9825675,0.1859062,0.7594731
161,71,0.108771611,0.9460064,0.3241481,0.7539655
162,71,0.090146895,0.9335167,0.3585338,0.7453257
163,71,0.090146895,0.8648872,0.5019664,0.746159
164,71,0.066082364,0.8319132,0.5549058,0.7399713
165,71,0.086082364,0.8015231,0.5979638,0.7338218
166,71,0.083143474,0.9225495,0.3858787,0.7302395
167,71,0.103143474,0.9249557,0.3800749,0.7288889
168,71,0.089609013,0.91973,0.3925516,0.7287835
169,71,0.089609013,0.9133083,0.4072689,0.7294157
170,71,0.088785616,0.9928887,0.1190464,0.7230459
171,71,0.088785616,0.9994132,-0.0342528,0.719157
172,71,0.136509067,0.9878398,0.1554751,0.718544
173,71,0.156509067,0.9438912,0.3302567,0.717069
174,71,0.159704092,0.9598231,0.2806058,0.7193295
175,71,0.139704092,0.9083887,0.4181267,0.7148659
176,71,0.096155813,0.886766,0.4622186,0.7074233
177,71,0.096155813,0.9455733,0.325409,0.7030555
178,71,0.089805121,0.9668549,0.2553265,0.7016379
179,71,0.089805121,0.9982882,0.058486,0.6984482
180,71,0.104937601,0.991594,0.1293884,0.6963984
181,71,0.104937601,0.8920007,0.4520339,0.6937644
182,71,0.081320786,0.9692693,0.2460019,0.6886207
183,71,0.101320786,0.9673516,0.2534381,0.6841954
184,71,0.087096061,0.9925706,-0.1216698,0.6792529
185,71,0.087096061,0.9920523,-0.1258264,0.6815804
186,71,0.077871347,0.9945433,-0.1043252,0.6834291
187,71,0.117871347,0.8210324,0.5708816,0.6836111
188,71,0.023479229,0.9281816,0.3721274,0.6921168
189,71,0.023479229,-0.4206101,-0.9072415,0.6913027
190,71,0.066970643,-0.9604691,0.2783865,0.7003065
191,71,0.066970643,-0.5490802,-0.8357697,0.7075958
192,71,0.175327771,-0.4128265,0.9108097,0.6868103
219,71,0.603113282,0.104009,-0.9945763,0.7890517
220,71,0.489287177,0.3915231,-0.9201683,0.7849904
221,71,0.189287177,0.8709507,-0.4913704,0.7811207
222,71,0.151509874,0.9900156,-0.1409582,0.7827682
223,71,0.171509874,0.8908218,-0.4543528,0.7822893
224,71,0.173922385,0.9767238,-0.2145005,0.7810057
225,71,0.173922385,0.9632272,-0.2686882,0.7811686
226,71,0.09455937,0.9822004,0.1878362,0.7801819
227,71,0.11455937,0.7474906,0.6642724,0.7809865
228,71,0.113017075,0.8048311,0.593504,0.7800383
229,71,0.113017075,0.9650803,0.2619542,0.7786398
230,71,0.104683038,0.9598164,0.2806287,0.7805076
0,70,0.027330337,-0.4203025,0.907384,0.8740709
1,70,0.047330337,0.1240571,0.9922751,0.8617433
2,70,0.02387978,-0.1733806,0.9848549,0.8629789
3,70,0.04387978,0.1501493,0.9886633,0.8672031
4,70,0.032979905,0.4709247,0.8821734,0.8651437
5,70,0.032979905,0.640838,0.7676761,0.8572701
6,70,0.028688777,0.5907739,0.8068371,0.8620115
7,70,0.028688777,0.4659535,0.8848092,0.8627107
8,70,0.050991669,0.603156,0.7976233,0.8597893
9,70,0.030991669,0.3072945,0.9516144,0.8603927
10,70,0.040435125,0.2760755,0.961136,0.8608333
11,70,0.020435125,0.3431043,0.9392973,0.8603736
12,70,0.043937941,0.3621175,0.9321325,0.8592911
13,70,0.043937941,0.8025083,0.596641,0.8564368
14,70,0.052710715,0.6473096,0.7622272,0.8581801
15,70,0.032710715,0.9746014,0.2239466,0.8549712
16,70,0.051605331,0.7546492,0.6561285,0.852136
17,70,0.031605331,0.7740029,0.633182,0.8496456
18,70,0.039582692,0.5411022,0.8409569,0.8475862
19,70,0.059582692,0.6142673,0.789098,0.8477777
20,70,0.061730848,0.7565277,0.6539617,0.8474425
21,70,0.081730848,0.7720576,0.6355526,0.8461398
22,70,0.055455932,0.8031849,0.5957298,0.8460345
23,70,0.055455932,0.8258555,0.5638818,0.8417146
24,70,0.063576433,0.7863984,0.6177197,0.8427011
25,70,0.083576433,0.8451704,0.5344969,0.8440709
26,70,0.077019951,0.849133,0.528179,0.8407758
27,70,0.077019951,0.6860405,0.7275634,0.8382471
28,70,0.076407073,0.7276483,0.6859503,0.83841
29,70,0.056407073,0.6524901,0.7577972,0.8383333
30,70,0.054655954,0.7372577,0.6756117,0.8371456
31,70,0.074655954,0.8330983,0.553125,0.8383908
32,70,0.10192982,0.8189231,0.5739032,0.8372509
33,70,0.08192982,0.877959,0.4787357,0.8331513
34,70,0.082368356,0.9079324,0.4191167,0.833908
35,70,0.102368356,0.9156707,0.4019293,0.8339559
36,70,0.097183078,0.9368815,0.3496471,0.8304502
37,70,0.117183078,0.9606546,0.2777459,0.8312835
38,70,0.117854654,0.9439571,0.3300681,0.831159
39,70,0.117854654,0.9679161,0.2512736,0.8302395
40,70,0.119046593,0.9622441,0.2721881,0.8269157
41,70,0.119046593,0.9220353,0.3871057,0.8226245
42,70,0.132936193,0.9148834,0.4037183,0.8187547
43,70,0.112936193,0.9410531,0.3382588,0.820364
44,70,0.144334075,0.9278098,0.3730536,0.817864
45,70,0.144334075,0.9360346,0.3519079,0.8072414
46,70,0.122503661,0.9042646,0.4269725,0.7998754
47,70,0.102503661,0.936332,0.351116,0.8037739
48,70,0.104128684,0.9319185,0.3626678,0.8085345
49,70,0.124128684,0.9242522,0.3817825,0.808228
50,70,0.143539109,0.9561484,0.2928826,0.8051245
51,70,0.143539109,0.9519659,0.3062041,0.8009961
52,70,0.118453681,0.9744617,0.2245539,0.7948946
53,70,0.118453681,0.9569321,0.2903119,0.7948371
54,70,0.134724484,0.9542608,0.2989755,0.7936398
55,70,0.134724484,0.931716,0.3631877,0.7916954
56,70,0.165685505,0.9570751,0.2898401,0.7867816
57,70,0.165685505,0.935885,0.3523056,0.7833908
58,70,0.13557427,0.9463626,0.3231067,0.781705
59,70,0.13557427,0.9194724,0.3931545,0.7833812
60,70,0.137629031,0.9297724,0.3681349,0.7841666
61,70,0.137629031,0.964922,0.2625368,0.7801628
62,70,0.119871099,0.9154193,0.4025016,0.7770594
63,70,0.119871099,0.9247144,0.3806615,0.7730843
64,70,0.121507297,0.9562917,0.2924143,0.767567
65,70,0.141507297,0.9538085,0.3004153,0.7634004
66,70,0.141633293,0.9726114,0.2324373,0.7567146
67,70,0.141633293,0.9580199,0.2867019,0.7533717
68,70,0.155243443,0.9631251,0.2690542,0.7460536
69,70,0.175243443,0.959864,0.2804658,0.7392145
70,70,0.150023681,0.9569315,0.2903138,0.7378831
71,70,0.150023681,0.8989719,0.4380062,0.7376437
72,70,0.121021997,0.9361151,0.3516937,0.7404981
73,70,0.121021997,0.9507815,0.3098623,0.7376437
74,70,0.139168948,0.8955241,0.445013,0.7320881
75,70,0.119168948,0.9025539,0.4305768,0.7249904
76,70,0.112350526,0.9677398,0.2519516,0.7155843
77,70,0.132350526,0.9229885,0.3848275,0.7041188
78,70,0.131391584,0.9281701,0.3721561,0.694023
79,70,0.131391584,0.9554399,0.2951855,0.6937452
80,70,0.125640145,0.9117692,0.410703,0.6918199
81,70,0.105640145,0.8982655,0.4394532,0.6913601
82,70,0.100078772,0.9378679,0.3469925,0.6878831
83,70,0.100078772,0.9483044,0.3173622,0.6808429
84,70,0.122306578,0.871259,0.4908236,0.6765325
85,70,0.102306578,0.9305792,0.3660906,0.6751628
86,70,0.097956976,0.7865309,0.6175509,0.6724425
87,70,0.097956976,0.8609416,0.5087038,0.6691666
88,70,0.120543871,0.9742795,0.2253428,0.667682
89,70,0.120543871,0.7334566,0.6797364,0.6637835
90,70,0.04777877,0.9860821,-0.1662588,0.6515325
91,70,0.04777877,0.999335,0.0364628,0.636772
92,70,0.114068169,0.7205726,0.6933795,0.6419253
93,70,0.114068169,0.7061408,0.7080715,0.6441283
94,70,0.100586379,0.6320133,0.7749575,0.6336877
95,70,0.060586379,0.8149135,0.5795827,0.6175287
96,70,0.049544734,0.955225,-0.2958803,0.6058237
97,70,0.109544734,0.9903899,0.1383029,0.597567
98,70,0.07995844,0.9928589,-0.1192944,0.5915326
99,70,0.07995844,0.9046143,0.4262311,0.5627778
100,70,0.047220816,0.4126097,0.9109079,0.5221647
145,70,0.290899524,-0.1171262,-0.993117,0.7745689
146,70,0.062744003,0.9681273,0.2504589,0.7896169
147,70,0.082744003,0.692588,0.7213333,0.7886494
148,70,0.064175392,0.6921043,0.7217975,0.7887356
149,70,0.024175392,0.9243923,0.3814431,0.7915038
150,70,0.048677353,0.7476947,0.6640427,0.7930555
151,70,0.068677353,0.4167739,0.9090102,0.7898085
152,70,0.041993217,0.6323829,0.7746559,0.7926532
153,70,0.041993217,0.8516002,0.5241919,0.7911398
154,70,0.050259966,0.894604,0.4468598,0.7842241
155,70,0.070259966,0.8294043,0.5586488,0.7820306
156,70,0.071967586,0.7584476,0.651734,0.7766379
157,70,0.091967586,0.6455584,0.7637109,0.7710919
158,70,0.070884448,0.8493603,0.5278134,0.7684292
159,70,0.050884448,0.9973626,-0.0725795,0.7636302
160,70,0.068771611,0.8394874,0.5433792,0.7562357
161,70,0.088771611,0.9785306,0.2061014,0.750546
162,70,0.070146895,0.8170423,0.5765777,0.7468678
163,70,0.090146895,0.8793977,0.4760877,0.7439559
164,70,0.086082364,0.7601314,0.6497694,0.7416954
165,70,0.106082364,0.7530559,0.6579565,0.7352203
166,70,0.083143474,0.9606904,0.2776218,0.7290421
167,70,0.043143474,0.9201068,0.3916677,0.725795
168,70,0.089609013,0.9677383,0.2519576,0.7241283
169,70,0.089609013,0.9347429,0.355325,0.7201916
170,70,0.048785616,0.9768329,0.2140034,0.7199042
171,70,0.088785616,0.9688557,0.2476262,0.7182471
172,70,0.096509067,0.9899637,0.1413219,0.711044
173,70,0.116509067,0.9954557,0.0952263,0.710431
174,70,0.099704092,0.934972,0.3547214,0.7022222
175,70,0.059704092,0.7912624,0.6114768,0.6984866
176,70,0.056155813,0.7904719,0.6124984,0.6994444
177,70,0.056155813,0.986024,0.1666031,0.6949808
178,70,0.089805121,0.9860166,0.1666469,0.6891379
179,70,0.089805121,0.9957038,0.0925953,0.6854501
180,70,0.124937601,0.9849461,0.172862,0.6837931
181,70,0.104937601,0.8488402,0.5286494,0.6704981
182,70,0.041320786,0.7722785,0.6352842,0.6698371
183,70,0.081320786,0.9389679,0.3440048,0.6712548
184,70,0.067096061,0.9935886,0.1130562,0.671341
185,70,0.067096061,0.9992706,-0.0381869,0.6638985
186,70,0.077871347,0.9966826,-0.0813869,0.6634483
187,70,0.077871347,0.983026,0.183466,0.6745498
188,70,0.043479229,0.9943507,-0.1061446,0.6719157
189,70,0.063479229,0.9628479,0.2700442,0.6709674
190,70,0.006970643,-0.4498812,0.8930884,0.6762452
191,70,0.026970643,-0.703346,0.7108477,0.681657
192,70,0.115327771,-0.2561631,0.9666336,0.6735919
220,70,0.389287177,0.5157755,-0.8567238,0.7892145
221,70,0.249287177,0.9209768,-0.3896173,0.78
222,70,0.231509874,0.96573,-0.2595489,0.7787069
223,70,0.271509874,0.9937225,-0.111873,0.7790517
224,70,0.253922385,0.987007,-0.1606775,0.776523
225,70,0.253922385,0.9999964,0.0026841,0.7762165
226,70,0.23455937,0.9720698,-0.234692,0.7750766
227,70,0.17455937,0.9855071,0.169634,0.7741666
228,70,0.153017075,0.9898109,0.1423882,0.7737452
229,70,0.193017075,0.9824632,0.1864562,0.7688602
230,70,0.204683038,0.9594235,0.281969,0.7676533
0,69,0.022209569,-0.4191841,0.9079012,0.8686207
1,69,0.042209569,-0.2372299,0.9714535,0.8584291
2,69,0.041387747,-0.5326956,0.8463069,0.8674234
3,69,0.041387747,-0.5616179,0.8273968,0.866044
4,69,0.038583474,-0.4323824,0.9016904,0.8656992
5,69,0.038583474,-0.3334588,0.9427646,0.8600287
6,69,0.03587214,-0.7757821,0.6310009,0.8601053
7,69,0.03587214,-0.3742183,0.9273406,0.8617241
8,69,0.040730676,-0.4492527,0.8934047,0.8609675
9,69,0.020730676,-0.5602885,0.8282975,0.861044
10,69,0.042089803,0.0336317,0.9994343,0.8605077
11,69,0.022089803,0.0315383,0.9995025,0.8609099
12,69,0.055117583,-0.4183422,0.9082895,0.8595594
13,69,0.035117583,-0.5668371,0.8238299,0.8588027
14,69,0.054899899,-0.1969219,0.9804192,0.8568774
