S,T,Magnitude,X,Y,Temperature
264,50,0.0442627,0.3059885,-0.9520352,0.5653353
265,50,0.0242627,-0.7910352,-0.6117706,0.5691954
266,50,0.012822335,0.0252967,-0.99968,0.5594636
267,50,0.032822335,-0.8970236,0.4419826,0.564205
268,50,0.066033119,-0.9962646,0.0863534,0.5700862
269,50,0.046033119,-0.955,0.2966059,0.5777969
270,50,0.031142344,-0.9963139,-0.0857817,0.5710824
271,50,0.051142344,-0.9775668,0.2106256,0.5529406
272,50,0.046141017,-0.8756459,-0.4829538,0.5514272
273,50,0.046141017,-0.9989535,0.0457379,0.562136
274,50,0.063511328,-0.7834153,-0.6214985,0.5658142
275,50,0.043511328,-0.2991349,0.9542108,0.563659
276,50,0.062605823,0.5088058,-0.8608813,0.5512739
277,50,0.022605823,0.4496981,-0.8931806,0.5583333
278,50,0.041119427,-0.3089275,-0.9510856,0.5748755
279,50,0.041119427,-0.641913,-0.7667775,0.5697031
280,50,0.024388165,-0.9993034,0.0373197,0.5427682
281,50,0.064388165,-0.3576959,-0.9338381,0.5474617
282,50,0.008293229,0.9846197,-0.1747115,0.5505077
283,50,0.048293229,0.7176176,-0.6964374,0.5834196
284,50,0.043914035,0.9120608,0.4100551,0.5930843
285,50,0.063914035,-0.9053592,-0.4246465,0.5853448
286,50,0.063876928,0.2324898,0.9725989,0.5679119
287,50,0.043876928,-0.9348487,-0.3550465,0.5870689
288,50,0.030079197,-0.9637611,-0.2667668,0.5983908
289,50,0.090079197,-0.5783128,0.8158151,0.602385
290,50,0.095860696,-0.5717708,-0.8204134,0.6100958
291,50,0.075860696,-0.0689522,-0.99762,0.6204789
292,50,0.09825245,0.2657696,-0.9640366,0.632567
293,50,0.57825245,-0.8142442,0.5805226,0.6375574
334,50,0.378797458,-0.2013692,0.9795154,0.6759962
335,50,0.238797458,-0.3279264,-0.9447033,0.665249
336,50,0.222584357,-0.4286846,-0.9034542,0.6641762
337,50,0.082584357,-0.9993933,-0.0348279,0.6573755
338,50,0.044503236,-0.3255171,0.9455361,0.6424138
339,50,0.004503236,0.3036492,-0.9527839,0.6218008
340,50,0.050597809,0.7756776,-0.6311293,0.6180364
341,50,0.070597809,0.1411343,0.9899905,0.6036015
342,50,0.065797616,0.5382882,-0.8427608,0.6059866
343,50,0.085797616,-0.1803957,-0.9835941,0.5963218
344,50,0.086252841,0.0912612,0.995827,0.6007184
345,50,0.086252841,0.3740212,-0.9274201,0.6123467
346,50,0.063299893,0.521511,-0.8532446,0.6025
347,50,0.023299893,0.9980336,0.0626801,0.5978448
348,50,0.06407634,0.9483472,-0.3172345,0.5940709
349,50,0.06407634,0.5716339,-0.8205088,0.5976437
350,50,0.043356032,0.497313,0.8675712,0.6091667
351,50,0.043356032,0.8007563,0.5989903,0.602931
352,50,0.024344288,-0.5550261,-0.8318329,0.5969349
353,50,0.064344288,-0.9404811,-0.3398459,0.5909674
354,50,0.066793959,-0.9090768,-0.4166287,0.578477
355,50,0.046793959,-0.9984389,-0.0558551,0.5790038
356,50,0.070925188,-0.9759282,0.2180919,0.5807567
357,50,0.030925188,-0.104129,-0.9945638,0.5835632
358,50,0.045888552,-0.6232921,-0.7819891,0.584636
359,50,0.045888552,-0.9992201,-0.0394875,0.5802682
231,49,0.046326542,-0.5231416,-0.8522458,0.6237931
232,49,0.042218078,0.3701715,0.9289634,0.6138027
233,49,0.022218078,0.8137727,0.5811833,0.6079789
234,49,0.021710798,0.9134738,-0.4068975,0.6116954
235,49,0.021710798,0.7235709,0.6902501,0.6051149
236,49,0.022701016,-0.3072573,-0.9516265,0.598477
237,49,0.062701016,0.7392313,-0.6734515,0.5990134
238,49,0.02367028,0.5126975,0.8585693,0.5976053
239,49,0.04367028,0.9903077,-0.138891,0.594023
240,49,0.003876043,0.9666791,-0.2559913,0.6003927
241,49,0.063876043,0.8624047,-0.5062194,0.6038122
242,49,0.043817958,0.9928599,0.1192865,0.5916666
243,49,0.063817958,0.9905791,0.1369418,0.5839272
244,49,0.006739722,0.8695932,0.4937688,0.5754502
245,49,0.026739722,0.3578562,-0.9337767,0.5871648
246,49,0.000891388,-0.8508971,-0.5253324,0.5758716
247,49,0.020891388,-0.110244,-0.9939045,0.6050287
248,49,0.003064962,-0.7756094,-0.6312131,0.6129406
249,49,0.003064962,0.8173493,0.5761425,0.5901245
250,49,0.004036648,-0.0099816,0.9999502,0.5855651
251,49,0.024036648,-0.4388116,-0.8985791,0.5864847
252,49,0.022024877,-0.9765192,0.2154303,0.5828161
253,49,0.002024877,0.040467,-0.9991809,0.568841
254,49,0.022606395,0.8465384,-0.5323278,0.579272
255,49,0.042606395,0.8127233,0.5826499,0.5856896
256,49,0.04281587,0.6820143,0.7313388,0.5898276
257,49,0.04281587,0.5337436,-0.8456463,0.5764751
258,49,0.021642157,0.7322001,0.6810896,0.5443487
259,49,0.061642157,0.7155567,-0.6985547,0.538295
260,49,0.023296169,0.6746337,0.7381527,0.5426149
261,49,0.023296169,-0.6586146,0.7524804,0.5518966
262,49,0.048735495,-0.7947984,0.6068735,0.5591475
263,49,0.008735495,-0.8414751,0.540296,0.5616954
264,49,0.02223103,0.7113138,-0.7028746,0.5596552
265,49,0.02223103,0.9999977,0.0021276,0.5553831
266,49,0.023168009,0.0275814,0.9996195,0.5459675
267,49,0.023168009,0.718618,0.695405,0.5497509
268,49,0.045903292,-0.6592243,-0.7519463,0.5580268
269,49,0.025903292,0.1267055,-0.9919404,0.5797605
270,49,0.071598565,-0.7431933,0.6690768,0.5718199
271,49,0.031598565,-0.9457221,-0.3249766,0.5496743
272,49,0.058069633,-0.9368861,-0.3496346,0.5472223
273,49,0.058069633,-0.9942915,-0.1066973,0.5513985
274,49,0.024437859,-0.9535351,0.3012819,0.5479885
275,49,0.064437859,-0.9936219,0.112763,0.5491954
276,49,0.106733542,-0.9385307,-0.3451957,0.539023
277,49,0.066733542,-0.9452554,0.3263315,0.5468295
278,49,0.025640315,-0.0280617,-0.9996062,0.5630938
279,49,0.025640315,0.8596024,-0.5109635,0.5524617
280,49,0.022552337,0.332063,-0.9432572,0.5366858
281,49,0.042552337,0.2563575,-0.9665821,0.5397988
282,49,0.042822929,-0.9416328,0.3366417,0.5353161
283,49,0.062822929,-0.8361177,-0.54855,0.5631992
284,49,0.069572457,-0.9842874,0.1765739,0.572567
285,49,0.049572457,-0.9969858,-0.0775845,0.5772126
286,49,0.046745839,-0.7952622,0.6062657,0.559569
287,49,0.066745839,-0.7531039,-0.6579016,0.5666475
288,49,0.039143886,0.094978,-0.9954793,0.5743966
289,49,0.119143886,-0.1655651,0.9861988,0.5878161
290,49,0.073093101,-0.6010695,-0.7991968,0.6026245
291,49,0.053093101,0.048615,0.9988176,0.6115804
292,49,0.091842177,-0.8023809,-0.5968123,0.6238219
293,49,0.131842177,-0.9796522,0.2007028,0.6359866
294,49,0.117711046,0.676305,-0.7366217,0.5827011
334,49,0.368021206,-0.0237742,0.9997174,0.6726724
335,49,0.248021206,-0.3884438,-0.9214724,0.6586878
336,49,0.064885019,-0.42842,-0.9035797,0.6557854
337,49,0.064885019,-0.9959673,0.089717,0.6546169
338,49,0.084822714,-0.9644911,0.2641153,0.6377586
339,49,0.064822714,-0.7324763,-0.6807926,0.6303927
340,49,0.068987674,-0.2211949,0.9752296,0.6232376
341,49,0.028987674,0.8751333,0.4838818,0.6029502
342,49,0.049552316,0.2080678,-0.9781144,0.5930268
343,49,0.089552316,0.1348361,-0.9908679,0.5825766
344,49,0.088525913,0.0742073,0.9972428,0.5915326
345,49,0.008525913,-0.999045,-0.0436947,0.6064751
346,49,0.068753803,0.5330108,-0.8461084,0.5992911
347,49,0.028753803,-0.4563077,0.889822,0.5844732
348,49,0.076600099,0.4393905,-0.8982961,0.5813985
349,49,0.076600099,0.657178,-0.7537354,0.5855556
350,49,0.044878246,0.6935228,-0.7204347,0.6036686
351,49,0.024878246,-0.9401075,0.340878,0.5985728
352,49,0.07237881,-0.8698506,-0.4933152,0.5928065
353,49,0.09237881,-0.8362027,-0.5484204,0.5887739
354,49,0.024989744,-0.9718342,0.2356657,0.569454
355,49,0.044989744,-0.9957394,0.0922118,0.5684195
356,49,0.025089685,-0.975186,0.2213871,0.5686303
357,49,0.025089685,-0.6695129,0.7428004,0.5760153
358,49,0.002042186,0.3042443,-0.952594,0.5806992
359,49,0.022042186,-0.9540695,-0.2995854,0.5782375
231,48,0.066326542,0.2405124,-0.9706461,0.6182758
232,48,0.022218078,-0.3271157,0.9449843,0.6137261
233,48,0.062218078,-0.7860059,0.618219,0.6083812
234,48,0.021710798,-0.9871086,-0.160052,0.6019636
235,48,0.021710798,-0.6431875,0.7657087,0.5813506
236,48,0.042701016,-0.9835272,0.1807598,0.5827778
237,48,0.042701016,-0.6014528,-0.7989084,0.5829885
238,48,0.02367028,-0.5240406,-0.8516933,0.5732759
239,48,0.02367028,-0.972761,0.2318103,0.5733525
240,48,0.023876043,0.3653263,-0.9308795,0.5812356
241,48,0.043876043,-0.9505826,-0.3104718,0.5869636
242,48,0.003817958,-0.9302196,-0.3670034,0.5698372
243,48,0.023817958,0.9943211,-0.1064215,0.5652778
244,48,0.066739722,-0.7240684,-0.6897282,0.5606992
245,48,0.006739722,-0.1988308,0.9800338,0.566839
246,48,0.040891388,0.7889835,-0.6144144,0.5585632
247,48,0.040891388,0.9703405,-0.241742,0.574885
248,48,0.043064962,0.6494523,0.7604023,0.5878831
249,48,0.023064962,0.1897863,0.9818254,0.5663218
250,48,0.024036648,-0.4466963,0.8946856,0.5730938
251,48,0.024036648,0.0730975,-0.9973248,0.5885728
252,48,0.022024877,-0.7916586,-0.6109638,0.5643199
253,48,0.022024877,-0.9984979,0.0547894,0.5414272
254,48,0.042606395,-0.9320893,-0.3622287,0.5510824
255,48,0.022606395,-0.7408382,-0.6716835,0.5631226
256,48,0.02281587,-0.9159342,0.4013284,0.5612452
257,48,0.06281587,-0.9363126,-0.3511676,0.553659
258,48,0.081642157,-0.9518685,-0.3065068,0.542385
259,48,0.081642157,-0.7983081,0.6022493,0.5403352
260,48,0.063296169,0.2485935,-0.9686079,0.5446743
261,48,0.043296169,0.8598014,-0.5106286,0.5423563
262,48,0.088735495,0.9923238,-0.123667,0.5601149
263,48,0.088735495,0.8317971,0.5550799,0.559636
264,48,0.04223103,0.9991958,-0.0400985,0.5524617
265,48,0.04223103,0.8674017,0.4976087,0.5353832
266,48,0.023168009,0.4981926,0.8670664,0.5282663
267,48,0.043168009,0.9993665,0.0355884,0.5357567
268,48,0.065903292,0.9134087,0.4070437,0.5484675
269,48,0.025903292,0.5361105,-0.8441478,0.572136
270,48,0.071598565,0.8809391,0.4732296,0.5650479
271,48,0.051598565,0.966574,-0.2563879,0.538113
272,48,0.098069633,-0.6254475,-0.7802663,0.5290996
273,48,0.038069633,-0.9326073,0.3608928,0.5424138
274,48,0.044437859,-0.8945807,-0.4469066,0.5319731
275,48,0.044437859,-0.9824003,-0.1867879,0.5273563
276,48,0.026733542,-0.9971408,-0.0755659,0.5274425
277,48,0.026733542,0.4075933,-0.9131636,0.5395977
278,48,0.025640315,0.9910578,-0.1334331,0.5509483
279,48,0.085640315,0.2458483,-0.9693083,0.5285919
280,48,0.042552337,-0.1479124,-0.9890005,0.530795
281,48,0.082552337,-0.5839092,-0.811819,0.5346935
282,48,0.062822929,-0.6577381,0.7532467,0.5266092
283,48,0.062822929,-0.6664336,-0.7455643,0.5238697
284,48,0.049572457,-0.6695231,-0.7427912,0.5319636
285,48,0.049572457,-0.6221084,-0.7829311,0.5498084
286,48,0.006745839,-0.7464055,-0.6654913,0.5531418
287,48,0.066745839,-0.5478548,-0.8365734,0.5601245
288,48,0.059143886,0.6503759,0.7596125,0.5737931
289,48,0.059143886,-0.9993348,0.0364683,0.5893774
290,48,0.073093101,-0.9760177,-0.2176914,0.5813602
291,48,0.173093101,-0.9740808,-0.2262003,0.5894253
292,48,0.171842177,-0.7412507,-0.6712283,0.5994444
293,48,0.071842177,0.7056003,0.7086101,0.6143774
294,48,0.617711046,-0.2996331,0.9540545,0.6026724
333,48,0.792330485,0.2159604,0.9764021,0.6343582
334,48,0.168021206,-0.1506104,0.9885932,0.654023
335,48,0.148021206,-0.598712,-0.8009644,0.6592433
336,48,0.144885019,-0.9996447,0.0266538,0.6583812
337,48,0.064885019,0.9877229,-0.1562161,0.6447222
338,48,0.064822714,-0.6635919,-0.7480947,0.6343678
339,48,0.024822714,-0.3667349,-0.9303254,0.6193008
340,48,0.088987674,-0.9961654,-0.08749,0.6056513
341,48,0.128987674,-0.9025795,0.4305232,0.6004598
342,48,0.089552316,-0.9876587,0.1566217,0.5823946
343,48,0.049552316,-0.5839785,-0.8117691,0.5795785
344,48,0.028525913,-0.6629379,0.7486744,0.5922701
345,48,0.048525913,-0.9724689,0.2330327,0.5931992
346,48,0.068753803,-0.9364941,-0.3506833,0.5913602
347,48,0.028753803,-0.9712628,-0.2380099,0.5773467
348,48,0.056600099,0.9782019,0.2076558,0.5652107
349,48,0.116600099,0.2830949,-0.9590919,0.5644348
350,48,0.104878246,0.0434384,-0.9990561,0.5857567
351,48,0.044878246,0.0144791,-0.9998952,0.5727394
352,48,0.05237881,0.4716079,-0.8818084,0.5708717
353,48,0.05237881,0.7320522,-0.6812485,0.5695307
354,48,0.044989744,0.9998741,0.0158666,0.5625
355,48,0.024989744,0.4221573,0.9065226,0.5609483
356,48,0.065089685,-0.5777078,0.8162437,0.5526053
357,48,0.065089685,-0.9285473,0.3712141,0.5548946
358,48,0.042042186,-0.8391199,-0.5439465,0.5574234
359,48,0.042042186,-0.9529407,0.3031567,0.5533046
231,47,0.003765443,0.4868754,-0.8734714,0.562318
232,47,0.022467279,0.9556059,-0.2946478,0.5581896
233,47,0.022467279,-0.4775205,0.8786206,0.5452778
234,47,0.024510599,-0.3527194,0.9357291,0.5265805
235,47,0.024510599,-0.8562106,0.5166269,0.5347893
236,47,0.021928411,-0.2750183,0.961439,0.534521
237,47,0.021928411,-0.4364389,-0.8997339,0.5366762
238,47,0.001005283,0.9034705,0.4286503,0.5388218
239,47,0.021005283,-0.9493052,-0.314356,0.533659
240,47,0.043085143,-0.9996175,0.0276568,0.5347605
241,47,0.023085143,-0.7326001,-0.6806593,0.5386877
242,47,0.042509494,-0.5230598,0.8522959,0.5405555
243,47,0.022509494,-0.6230918,-0.7821487,0.5395977
244,47,0.042284627,0.9855264,-0.1695219,0.5291954
245,47,0.022284627,0.6260598,0.779775,0.5260153
246,47,0.04801612,0.6653155,-0.7465623,0.5361015
247,47,0.04801612,0.999732,0.0231503,0.5318582
248,47,0.009789376,0.9978074,-0.0661847,0.5236399
249,47,0.029789376,0.9850339,0.1723608,0.5200766
250,47,0.00734243,0.1213947,-0.9926043,0.5186111
251,47,0.00734243,-0.9887235,-0.1497528,0.5139943
252,47,0.025837942,0.4327574,-0.9015104,0.5345498
253,47,0.025837942,-0.1152374,-0.993338,0.5308908
254,47,0.009114164,-0.08321,-0.996532,0.5286303
255,47,0.029114164,0.9509858,-0.3092344,0.5229981
256,47,0.003908913,-0.3458632,-0.9382849,0.5348276
257,47,0.063908913,0.9959073,0.0903807,0.5300192
258,47,0.045010779,0.9291573,-0.3696846,0.5218678
259,47,0.045010779,0.8306332,-0.55682,0.509703
260,47,0.024261541,-0.2024891,-0.9792845,0.4981609
261,47,0.044261541,-0.6377272,-0.7702623,0.4911111
262,47,0.042090669,-0.5671586,0.8236086,0.5203448
263,47,0.022090669,-0.5217888,0.8530747,0.5278736
264,47,0.025089436,-0.869141,0.4945643,0.5260057
265,47,0.025089436,0.4930156,-0.8700205,0.502682
266,47,0.002917083,0.282492,0.9592696,0.5160154
267,47,0.062917083,-0.925798,-0.3780186,0.5314655
268,47,0.085443298,-0.8400809,0.5424611,0.5332567
269,47,0.045443298,0.3061715,-0.9519764,0.5003065
270,47,0.025502589,0.0318046,-0.9994941,0.4903831
271,47,0.065502589,0.4245563,-0.9054016,0.4846839
272,47,0.088889037,0.7863898,0.6177306,0.4897605
273,47,0.048889037,0.9872771,-0.1590093,0.5091858
274,47,0.032086461,0.7508398,-0.6604844,0.5092241
275,47,0.032086461,-0.2109294,-0.9775013,0.5034578
276,47,0.043800375,0.5413422,-0.8408024,0.5094827
277,47,0.043800375,0.9040456,-0.4274359,0.5165901
278,47,0.024315085,-0.9965603,-0.0828703,0.5189176
279,47,0.044315085,-0.9991848,-0.0403685,0.509751
280,47,0.063968148,-0.2255283,-0.9742366,0.5202011
281,47,0.063968148,0.6253251,-0.7803643,0.5094444
282,47,0.005277623,0.9971678,-0.0752095,0.4933237
283,47,0.125277623,-0.2428237,-0.9700704,0.4886111
284,47,0.135537322,0.5994981,0.8003762,0.4844444
285,47,0.115537322,-0.6591353,-0.7520244,0.5047893
286,47,0.092073371,-0.7642714,0.6448947,0.5256609
287,47,0.072073371,-0.9980292,0.0627518,0.5162835
288,47,0.021339011,0.8013275,-0.598226,0.520546
289,47,0.081339011,-0.4109249,-0.9116692,0.5517337
290,47,0.016686216,0.8213202,-0.5704675,0.5681418
291,47,0.076686216,0.9844945,-0.1754154,0.5521647
292,47,0.084880692,0.9208707,0.3898681,0.5629502
293,47,0.024880692,0.2108761,0.9775128,0.5870498
294,47,0.354572819,0.0057111,0.9999837,0.5917528
295,47,0,0,0,0.6005268
309,47,0,0,0,0.4762739
310,47,0,0,0,0.4639463
311,47,0,0,0,0.4653831
332,47,0,0,0,0.6103544
333,47,0.582510269,0.0748759,0.9971929,0.6302586
334,47,0.04403687,-0.527626,0.8494768,0.6247797
335,47,0.06403687,0.3708037,-0.9287113,0.6111878
336,47,0.11021872,-0.1168444,-0.9931502,0.5989559
337,47,0.15021872,-0.9235451,0.3834899,0.5839655
338,47,0.102399697,-0.899021,0.4379054,0.6212261
339,47,0.082399697,0.8828631,-0.4696304,0.6045402
340,47,0.070526649,-0.355479,-0.9346843,0.5930843
341,47,0.050526649,-0.8798378,-0.475274,0.59159
342,47,0.107301986,-0.9737881,0.2274572,0.5815038
343,47,0.087301986,-0.7787625,-0.6273189,0.5754981
344,47,0.049308091,-0.972469,0.2330324,0.5584579
345,47,0.009308091,0.0548514,-0.9984945,0.5478352
346,47,0.099182155,-0.3844921,-0.9231282,0.5480077
347,47,0.139182155,-0.9996139,0.0277858,0.5722605
348,47,0.167268734,-0.9294665,0.3689063,0.562749
349,47,0.147268734,-0.962919,-0.2697907,0.5646456
350,47,0.083824413,-0.9155526,-0.4021983,0.5692241
351,47,0.123824413,-0.6398994,-0.7684587,0.5413505
352,47,0.050959084,-0.8796026,-0.4757092,0.5410824
353,47,0.010959084,0.9940268,0.1091367,0.5408525
354,47,0.045454116,0.580144,-0.8145139,0.5409099
355,47,0.045454116,-0.140544,-0.9900745,0.5481226
356,47,0.018232132,-0.9559481,0.2935359,0.5474617
357,47,0.058232132,-0.771294,0.6364791,0.5428927
358,47,0.05311811,-0.6796123,-0.7335715,0.5324138
359,47,0.05311811,-0.6207833,-0.7839822,0.5225383
231,46,0.003765443,0.1058375,-0.9943835,0.5508046
232,46,0.042467279,0.9331017,-0.3596128,0.548726
233,46,0.002467279,0.5844421,-0.8114355,0.5370019
234,46,0.004510599,-0.1435571,0.989642,0.5221552
235,46,0.024510599,0.7829746,-0.6220537,0.5180364
236,46,0.001928411,-0.8749843,0.4841513,0.5230364
237,46,0.021928411,-0.7377855,0.6750352,0.5255938
238,46,0.041005283,0.9941473,0.1080332,0.5251532
239,46,0.041005283,0.9833246,-0.181859,0.5206705
240,46,0.043085143,0.9706123,-0.2406484,0.5275671
241,46,0.023085143,0.7836412,-0.6212137,0.536523
242,46,0.002509494,-0.8114489,0.5844234,0.5325192
243,46,0.002509494,0.9260173,0.3774809,0.5274712
244,46,0.022284627,0.4845046,0.8747887,0.5198467
245,46,0.022284627,0.4371154,-0.8994054,0.5185345
246,46,0.02801612,0.0210565,-0.9997783,0.5311399
247,46,0.02801612,-0.7420523,0.670342,0.5254214
248,46,0.049789376,-0.3690149,-0.9294235,0.5198947
249,46,0.029789376,0.9333621,-0.3589362,0.5074521
250,46,0.02734243,0.8991961,-0.4375458,0.5023372
251,46,0.02734243,-0.7530192,0.6579985,0.5011207
252,46,0.005837942,-0.4506077,0.8927221,0.5057663
253,46,0.005837942,-0.8642513,-0.5030605,0.5148275
254,46,0.009114164,0.8985881,0.4387931,0.5179214
255,46,0.049114164,0.4163903,-0.9091859,0.5076628
256,46,0.043908913,-0.0382918,-0.9992666,0.5171456
257,46,0.023908913,-0.9707395,0.2401349,0.5182567
258,46,0.065010779,0.4710709,-0.8820953,0.5098563
259,46,0.045010779,0.9394765,-0.3426132,0.5049617
260,46,0.024261541,-0.3479594,-0.9375096,0.4995594
261,46,0.064261541,-0.809863,-0.586619,0.4830651
262,46,0.062090669,-0.3257714,0.9454486,0.5150383
263,46,0.042090669,0.6450887,-0.7641077,0.5211207
264,46,0.025089436,-0.9569201,-0.2903512,0.5268486
265,46,0.005089436,-0.9846285,-0.1746619,0.4944157
266,46,0.002917083,-0.6262093,0.779655,0.49159
267,46,0.042917083,-0.8904432,-0.4550944,0.4956609
268,46,0.005443298,-0.9825847,-0.1858152,0.4956609
269,46,0.045443298,-0.6672001,-0.7448785,0.4908429
270,46,0.025502589,-0.3929378,-0.919565,0.487864
271,46,0.025502589,-0.9112781,0.4117915,0.4794348
272,46,0.028889037,-0.8704364,-0.4922808,0.4758621
273,46,0.028889037,-0.816434,-0.5774388,0.4837644
274,46,0.012086461,0.1336952,-0.9910225,0.484636
275,46,0.072086461,0.3190118,-0.9477507,0.4744061
276,46,0.023800375,-0.608416,0.7936183,0.4736877
277,46,0.063800375,-0.1035728,-0.9946219,0.4701149
278,46,0.064315085,0.5463004,-0.8375893,0.4763218
279,46,0.044315085,-0.1910416,0.9815819,0.4947031
280,46,0.023968148,0.205966,-0.9785591,0.4796169
281,46,0.043968148,-0.127306,-0.9918635,0.4702778
282,46,0.145277623,-0.8923753,-0.4512941,0.4799904
283,46,0.125277623,-0.9521654,0.3055833,0.4859578
284,46,0.155537322,-0.6180512,-0.7861379,0.4783046
285,46,0.075537322,0.3998059,-0.9165999,0.4838122
286,46,0.072073371,0.6137035,0.7895365,0.4967146
287,46,0.032073371,-0.3377159,-0.9412481,0.4960153
288,46,0.181339011,-0.7957161,-0.6056697,0.4862069
289,46,0.021339011,-0.9792123,0.2028377,0.5315613
290,46,0.056686216,-0.1226113,-0.9924548,0.5094636
291,46,0.156686216,-0.8600052,0.5102853,0.5145785
292,46,0.104880692,0.473069,0.8810254,0.524569
293,46,0.044880692,-0.6377777,0.7702205,0.5363314
294,46,0.314572819,0.3711607,0.9285687,0.5888985
295,46,0,0,0,0.589387
306,46,0.047645346,-0.8478294,0.5302691,0.4610632
307,46,0.027645346,-0.9853971,0.1702721,0.4651915
308,46,0.023653957,0.9837257,-0.1796768,0.4685632
309,46,0.063653957,0.80952,-0.5870923,0.479818
310,46,0.063282517,0.9964162,0.0845865,0.487749
311,46,0,0,0,0.4863314
312,46,0,0,0,0.4762739
313,46,0,0,0,0.4859004
332,46,0.582510269,0.4060045,0.913871,0.6101724
333,46,0.402510269,0.1924208,0.9813125,0.6281801
334,46,0.10403687,-0.9145733,0.4044203,0.6046935
335,46,0.08403687,-0.6128355,-0.7902105,0.5984291
336,46,0.21021872,0.1834363,-0.9830316,0.5925192
337,46,0.13021872,-0.2302199,-0.9731386,0.5691091
338,46,0.242399697,-0.8857964,0.464074,0.6099617
339,46,0.082399697,-0.9321363,-0.3621076,0.607136
340,46,0.150526649,-0.5664466,-0.8240985,0.5929598
341,46,0.110526649,-0.9631758,-0.2688726,0.5762548
342,46,0.047301986,-0.9999788,-0.0065029,0.5547031
343,46,0.127301986,-0.805645,0.5923986,0.5457567
344,46,0.109308091,-0.2548439,0.9669822,0.5678831
345,46,0.029308091,0.1561644,-0.9877311,0.5535536
346,46,0.099182155,-0.3588928,-0.9333788,0.5441475
347,46,0.099182155,-0.3171758,-0.9483668,0.5529406
348,46,0.107268734,-0.9999955,-0.0029987,0.5469349
349,46,0.167268734,-0.9481674,0.3177712,0.5492145
350,46,0.203824413,-0.9770616,-0.2129567,0.5505747
351,46,0.143824413,-0.995814,0.091403,0.5473946
352,46,0.090959084,-0.9186226,0.3951361,0.5452012
353,46,0.090959084,-0.2315024,0.9728343,0.5345882
354,46,0.025454116,0.4530677,-0.8914761,0.5094732
355,46,0.105454116,0.1581697,-0.9874119,0.5103448
356,46,0.018232132,-0.6661391,-0.7458276,0.514569
357,46,0.058232132,-0.7158175,0.6982875,0.5298563
358,46,0.05311811,-0.9984277,0.0560542,0.523659
359,46,0.03311811,-0.8389875,-0.5441507,0.5080843
231,45,0.030011071,0.9981452,-0.0608781,0.520431
232,45,0.025213596,0.8447703,-0.5351291,0.5201628
233,45,0.045213596,0.2396745,-0.9708533,0.5206897
234,45,0.007843369,0.7887089,0.6147668,0.5085728
235,45,0.027843369,-0.2328516,-0.9725122,0.5062644
236,45,0.02334563,0.486813,-0.8735062,0.5099809
237,45,0.00334563,0.051139,-0.9986916,0.5055747
238,45,0.021232887,-0.9500574,-0.312075,0.5060345
239,45,0.001232887,-0.7075469,-0.7066664,0.494454
240,45,0.044306623,0.1587074,-0.9873257,0.5034578
241,45,0.024306623,-0.0046796,-0.999989,0.5168295
242,45,0.007743671,0.7063169,-0.7078958,0.523659
243,45,0.007743671,-0.9847957,0.1737163,0.521839
244,45,0.023626426,-0.5400588,-0.8416273,0.5055556
245,45,0.023626426,0.6570117,-0.7538804,0.4974617
246,45,0.023180157,0.0596145,-0.9982215,0.5065038
247,45,0.003180157,-0.9505032,0.3107148,0.5039655
248,45,0.045083251,0.221013,-0.9752709,0.5037548
249,45,0.045083251,0.8283395,-0.5602264,0.5014655
250,45,0.061590623,0.9172471,0.3983188,0.4944349
251,45,0.021590623,0.889521,-0.4568943,0.4858908
252,45,0.021983574,0.108447,-0.9941022,0.4797797
253,45,0.021983574,-0.9822408,0.1876248,0.4818774
254,45,0.023104318,-0.9995217,-0.030924,0.4840325
255,45,0.043104318,-0.5505959,-0.8347719,0.484569
256,45,0.028723456,0.4265193,-0.9044784,0.4862356
257,45,0.028723456,0.5537821,-0.8326616,0.4937452
258,45,0.030010118,-0.9740293,-0.2264219,0.488544
259,45,0.030010118,0.3101207,-0.9506972,0.481954
260,45,0.042643716,0.5354613,-0.8445597,0.4831896
261,45,0.022643716,0.1377074,-0.990473,0.4704406
262,45,0.005417422,-0.1913428,0.9815233,0.468113
263,45,0.065417422,0.2410948,-0.9705016,0.4669157
264,45,0.041064914,0.4302149,-0.9027265,0.4665517
265,45,0.021064914,-0.7320533,-0.6812474,0.4868103
266,45,0.043177654,-0.2863019,-0.9581395,0.4815804
267,45,0.063177654,0.8055491,-0.5925291,0.4728927
268,45,0.041332401,0.3390118,0.9407821,0.4603927
269,45,0.021332401,-0.7021118,-0.7120667,0.4523755
270,45,0.029872837,-0.3142178,-0.9493509,0.4579119
271,45,0.049872837,-0.5509703,-0.8345249,0.4699425
272,45,0.03172192,-0.7347315,-0.678358,0.4559674
273,45,0.05172192,-0.9733211,0.2294472,0.4476149
274,45,0.103015962,-0.7261736,-0.6875114,0.4498851
275,45,0.083015962,-0.3724462,-0.9280538,0.4428352
276,45,0.031339877,0.3780344,0.9257915,0.4550191
277,45,0.151339877,-0.7594074,-0.6506154,0.4535919
278,45,0.049231065,-0.9992886,0.0377139,0.4598372
279,45,0.029231065,0.8660136,-0.5000205,0.4702491
280,45,0.094566471,0.2836929,-0.9589152,0.4406418
281,45,0.114566471,0.8806489,-0.4737696,0.4334195
282,45,0.14049468,0.8158749,-0.5782284,0.4545881
283,45,0.04049468,0.9461643,-0.3236867,0.4624808
